BGC_ID,num_compounds,compounds,num_activity,activity,any_known_activity
BGC0001314,1,tirucalla,0,,FALSE
BGC0001315,1,cucurbitacin,0,,FALSE
BGC0001316,2,linamarin;lotaustralin,0,,FALSE
BGC0001317,1,lupeol,0,,FALSE
BGC0001318,2,linamarin;lotaustralin,0,,FALSE
BGC0001321,1,monoterpenes-diterpenes,0,,FALSE
BGC0001322,1,lycosantalonol,0,,FALSE
BGC0001323,1,monoterpenes-diterpenes,0,,FALSE
BGC0001324,1,monoterpenes-diterpenes,0,,FALSE
BGC0001325,1,noscapine,0,,FALSE
BGC0001327,2,rakicidin A;rakicidin B,2,cytotoxic;surfactant,TRUE
BGC0001328,2,rakicidin A;rakicidin B,2,cytotoxic;surfactant,TRUE
BGC0001329,1,rakicidin D,0,,FALSE
BGC0001330,7,BE-43547A1;BE-43547A2;BE-43547B1;BE-43547B2;BE-43547B3;BE-43547C1;BE-43547C2,1,cytotoxic,TRUE
BGC0001331,7,BE-43547A1;BE-43547A2;BE-43547B1;BE-43547B2;BE-43547B3;BE-43547C1;BE-43547C2,1,cytotoxic,TRUE
BGC0001332,1,microtermolide A,1,cytotoxic,TRUE
BGC0001333,1,BE-54017,1,cytotoxic,TRUE
BGC0001334,7,caldoniamide A;cladoniamide B;cladoniamide C7;cladoniamide D;cladoniamide E;cladoniamide F;cladoniamide G,1,cytotoxic,TRUE
BGC0001335,4,borregomycin A;borregomycin B;borregomycin C;borregomycin D,1,cytotoxic,TRUE
BGC0001336,3,erdasporine A;erdasporine B;erdasporine C,1,cytotoxic,TRUE
BGC0001337,3,lazarimide A;lazarimide B;lazarimide C,1,cytotoxic,TRUE
BGC0001338,1,citrinin,1,cytotoxic,TRUE
BGC0001339,1,squalestatin S1,2,antifungal;inhibitor,TRUE
BGC0001340,1,byssochlamic acid,0,,FALSE
BGC0001341,1,valinomycin,0,,FALSE
BGC0001342,2,Cmc-thuggacin A;Cmc-thuggacin B,0,,FALSE
BGC0001343,2,aurachin A;aurachin D,0,,FALSE
BGC0001344,9,tubulysin A;tubulysin B;tubulysin C;tubulysin D;tubulysin E;tubulysin F;tubulysin G;tubulysin H;tubulysin I,0,,FALSE
BGC0001345,2,myxochelin A;myxochelin B,1,siderophore,TRUE
BGC0001346,3,bananamide 1;bananamide 2;bananamide 3,0,,FALSE
BGC0001348,1,JBIR-100,4,antibacterial;antifungal;cytotoxic;inhibitor,TRUE
BGC0001349,6,heronamide A;heronamide B;heronamide C;heronamide D;heronamide E;heronamide F,1,antifungal,TRUE
BGC0001350,1,phormidolide,0,,FALSE
BGC0001351,3,cahuitamycin A;cahuitamycin B;cahuitamycin C,0,,FALSE
BGC0001356,1,paeninodin,0,,FALSE
BGC0001357,16,carbamidocyclophane A;carbamidocyclophane B;carbamidocyclophane C;carbamidocyclophane D;carbamidocyclophane E;carbamidocyclophane F;carbamidocyclophane H;carbamidocyclophane M;carbamidocyclophane N;carbamidocyclophane O;carbamidocyclophane P;carbamidocyclophane Q;carbamidocyclophane R;carbamidocyclophane S;carbamidocyclophane T;carbamidocyclophane U,0,,FALSE
BGC0001358,2,leucinostatin A;leucinostatin B,0,,FALSE
BGC0001360,1,mycophenolic acid,0,,FALSE
BGC0001361,1,sodorifen,0,,FALSE
BGC0001363,1,ralsolamycin,1,virulence factor,TRUE
BGC0001364,1,cinnamycin B,0,,FALSE
BGC0001365,1,clapurines,0,,FALSE
BGC0001366,2,BE-24566B;zunyimycin A,1,antifungal,TRUE
BGC0001367,1,haliamide,1,cytotoxic,TRUE
BGC0001368,1,JBIR-126,1,cytotoxic,TRUE
BGC0001369,1,metatricycloene,0,,FALSE
BGC0001370,2,lipopeptide 8D1-1;lipopeptide 8D1-2,0,,FALSE
BGC0001371,1,echinocandin B,0,,FALSE
BGC0001372,1,penigequinolone A,0,,FALSE
BGC0001373,1,sordarin,0,,FALSE
BGC0001374,1,thienodolin,1,other,TRUE
BGC0001375,6,penitrem A;penitrem B;penitrem C;penitrem D;penitrem E;penitrem F,0,,FALSE
BGC0001376,3,WS79089A;hexaricin B;hexaricin C,1,surfactant,TRUE
BGC0001377,1,uncialamycin,1,antibacterial,TRUE
BGC0001378,1,tiancimycin,1,cytotoxic,TRUE
BGC0001379,1,BD-12,2,antibacterial;antifungal,TRUE
BGC0001380,1,salecan,0,,FALSE
BGC0001381,3,brasilinolide A;brasilinolide B;brasilinolide C,1,antifungal,TRUE
BGC0001383,4,macrolactin H;macrolactin B;macrolactin 1c;macrolactin E,0,,FALSE
BGC0001384,1,saprolmycin E,2,antifungal;antioomycete,TRUE
BGC0001386,2,JBIR-76;JBIR-77,1,cytotoxic,TRUE
BGC0001387,1,nucleocidin,2,antibacterial;antiprotozoal,TRUE
BGC0001388,1,gassericin E,0,,FALSE
BGC0001389,1,cichopeptin,1,phytotoxic,TRUE
BGC0001390,1,LL-Z1272beta,0,,FALSE
BGC0001391,1,thusin,0,,FALSE
BGC0001392,1,pinensins,2,antibacterial;antifungal,TRUE
BGC0001393,1,lugdunin,1,antibacterial,TRUE
BGC0001394,1,phenalamide A2,2,antibacterial;antifungal,TRUE
BGC0001395,1,teichomycin A1,1,antibacterial,TRUE
BGC0001396,4,aldgamycin J;aldgamycin K;aldgamycin P;aldgamycin E,1,antibacterial,TRUE
BGC0001397,1,lidamycin,2,antibacterial;cytotoxic,TRUE
BGC0001398,3,phomopsin A;phomopsin B;phomopsin E,0,,FALSE
BGC0001399,1,fellutamide B,0,,FALSE
BGC0001400,1,citreoviridin,0,,FALSE
BGC0001402,5,cyclochlorotine;hydroxycyclochlorotine A;cyclotine;cyclochlorotine B;deoxy-Cyclochlorotine,0,,FALSE
BGC0001403,1,trypacidin,0,,FALSE
BGC0001404,1,sorbicillin,0,,FALSE
BGC0001405,2,chaetoviridin E;11-epichaetomugilin A,0,,FALSE
BGC0001406,1,telomycin,1,antibacterial,TRUE
BGC0001407,1,bicereucin,1,antibacterial,TRUE
BGC0001408,1,xanthoferrin,1,siderophore,TRUE
BGC0001409,1,dutomycin,2,antibacterial;cytotoxic,TRUE
BGC0001410,1,polysaccharide A,0,,FALSE
BGC0001411,1,polysaccharide B,0,,FALSE
BGC0001412,1,polysaccharide C,0,,FALSE
BGC0001413,3,cystobactamid 919-1;cystobactamid 919-2;cystobactamid 919-3,1,antibacterial,TRUE
BGC0001414,1,griselimycin,1,antibacterial,TRUE
BGC0001415,1,althiomycin,0,,FALSE
BGC0001416,2,nunapeptin;nunamycin,1,antifungal,TRUE
BGC0001417,1,myxochromide D,0,,FALSE
BGC0001418,1,myxochromide D,0,,FALSE
BGC0001419,1,myxochromide D,0,,FALSE
BGC0001420,1,myxochromide D,0,,FALSE
BGC0001421,1,myxochromide B,0,,FALSE
BGC0001422,1,myxochromide A,0,,FALSE
BGC0001423,1,myxochromide C,0,,FALSE
BGC0001424,1,myxochromide C,0,,FALSE
BGC0001425,1,myxochromide A,0,,FALSE
BGC0001426,1,myxochromide A,0,,FALSE
BGC0001427,1,myxochromide A,0,,FALSE
BGC0001428,1,myxochromide A,0,,FALSE
BGC0001429,1,myxochromide S1,0,,FALSE
BGC0001430,1,myxochromide S,0,,FALSE
BGC0001431,1,myxochromide S,0,,FALSE
BGC0001432,1,myxochromide D,0,,FALSE
BGC0001433,7,argimycin PI;argimycin PII;nigrifactin;argimycin PIV;argimycin PV;argimycin PVI;argimycin PIX,1,antibacterial,TRUE
BGC0001434,1,nematophin,0,,FALSE
BGC0001435,1,ikarugamycin,2,antibacterial;antifungal,TRUE
BGC0001436,1,cornexistin,1,herbicidal,TRUE
BGC0001437,1,obafluorin,1,antibacterial,TRUE
BGC0001438,2,warkmycin CS1;warkmycin CS2,2,antibacterial;cytotoxic,TRUE
BGC0001439,5,antibiotic HKI 10311129;antibiotic A2121-1;cervimycin D;cervimycin C;cervimycin A,1,antibacterial,TRUE
BGC0001440,2,cystargolide A;cystargolide B,2,cytotoxic;inhibitor,TRUE
BGC0001441,2,belactosin A;belactosin C,2,cytotoxic;inhibitor,TRUE
BGC0001442,1,actinonin,2,antibacterial;inhibitor,TRUE
BGC0001443,1,matlystatin A,1,inhibitor,TRUE
BGC0001444,1,caboxamycin,3,antibacterial;antifungal;cytotoxic,TRUE
BGC0001445,1,leporin B,2,insecticidal;siderophore,TRUE
BGC0001446,1,asparasone A,1,insecticidal,TRUE
BGC0001447,1,primycin,0,,FALSE
BGC0001448,2,malacidin A;malacidin B,1,antibacterial,TRUE
BGC0001449,1,ucs1025a,2,antibacterial;inhibitor,TRUE
BGC0001451,1,FR900359,0,,FALSE
BGC0001452,1,sipanmycin,2,antibacterial;cytotoxic,TRUE
BGC0001453,1,desferrioxamine,2,antiprotozoal;siderophore,TRUE
BGC0001454,1,germicidin,1,inhibitor,TRUE
BGC0001455,1,antimycin,1,insecticidal,TRUE
BGC0001456,1,isorenieratene,0,,FALSE
BGC0001457,3,jomthonic acid A;jomthonic acid B;jomthonic acid C,0,,FALSE
BGC0001458,1,salinipostin G,1,antimalarial,TRUE
BGC0001459,1,decaplanin,1,antibacterial,TRUE
BGC0001460,1,decaplanin,1,antibacterial,TRUE
BGC0001461,1,nogabecin,1,antibacterial,TRUE
BGC0001462,1,avoparcin,1,antibacterial,TRUE
BGC0001463,1,"2,3,4,5-tetrabromopyrrole",2,inhibitor;signalling,TRUE
BGC0001464,1,tetrabromopyrrole,0,,FALSE
BGC0001465,3,bromophene;bistribromopyrrole;pentabromopseudilin,1,cytotoxic,TRUE
BGC0001467,1,hapalosin,2,cytotoxic;other,TRUE
BGC0001468,1,bicyclomycin,1,antibacterial,TRUE
BGC0001469,1,marthiapeptide A,1,antibacterial,TRUE
BGC0001470,1,macrobrevin,1,antibacterial,TRUE
BGC0001471,1,saalfelduracin,1,antibacterial,TRUE
BGC0001472,1,berninamycin A,1,antibacterial,TRUE
BGC0001473,1,Sch 18640,1,antibacterial,TRUE
BGC0001474,1,thiopeptin,1,antibacterial,TRUE
BGC0001475,1,aspterric acid,0,,FALSE
BGC0001476,1,pseudouridimycin,1,antibacterial,TRUE
BGC0001477,1,lydicamycin,2,antibacterial;antifungal,TRUE
BGC0001478,1,desferrioxamine E,4,antioxidant;cytotoxic;inhibitor;siderophore,TRUE
BGC0001479,2,anabaenopeptin NZ857;nostamide A,1,inhibitor,TRUE
BGC0001480,1,tundrenone,0,,FALSE
BGC0001481,1,α-acorenol,0,,FALSE
BGC0001483,1,5-isoprenylindole-3-carboxylate β-D-glycosyl ester,0,,FALSE
BGC0001484,2,2'-chloropentostatin;2'-amino-2'-deoxyadenosine,0,,FALSE
BGC0001485,1,chuangxinmycin,0,,FALSE
BGC0001486,1,3-thiaglutamate,0,,FALSE
BGC0001487,1,"3,7-dihydroxytropolone",3,antibacterial;antiviral;cytotoxic,TRUE
BGC0001488,1,4-formylaminooxyvinylglycine,0,,FALSE
BGC0001489,1,6-hydroxymellein,0,,FALSE
BGC0001490,1,"6,6'-oxybis(2,4-dibromophenol)",0,,FALSE
BGC0001491,1,67-121C,0,,FALSE
BGC0001492,12,abyssomicin M;abyssomicin N;abyssomicin O;abyssomicin P;abyssomicin Q;abyssomicin R;abyssomicin S;abyssomicin T;abyssomicin U;abyssomicin V;abyssomicin W;abyssomicin X,1,antiviral,TRUE
BGC0001493,1,achromosin,1,antibacterial,TRUE
BGC0001494,1,acinetodin,0,,FALSE
BGC0001495,1,actinoallolide A,0,,FALSE
BGC0001496,1,actinokineosin,0,,FALSE
BGC0001498,1,aerobactin,1,siderophore,TRUE
BGC0001499,1,aerobactin,1,siderophore,TRUE
BGC0001500,1,allocyclinone,0,,FALSE
BGC0001501,1,ambiguine P,3,antibacterial;antifungal;cytotoxic,TRUE
BGC0001502,1,amonabactin P 750,0,,FALSE
BGC0001503,2,amycolamycin A;amycolamycin B,0,,FALSE
BGC0001504,1,amycomicin,0,,FALSE
BGC0001505,2,anacyclamide D8P;sphaerocyclamide,0,,FALSE
BGC0001506,2,anantin B1;anantin B2,1,inhibitor,TRUE
BGC0001507,1,anantin C,0,,FALSE
BGC0001508,1,andrastin A,0,,FALSE
BGC0001509,1,anikasin,1,surfactant,TRUE
BGC0001510,1,anisomycin,3,antifungal;antiprotozoal;cytotoxic,TRUE
BGC0001511,1,ansamitocin P-3,1,cytotoxic,TRUE
BGC0001512,1,BE-24566B,1,antibacterial,TRUE
BGC0001513,1,anthrabenzoxocinone,0,,FALSE
BGC0001514,1,aristeromycin,3,antibacterial;antifungal;antiviral,TRUE
BGC0001515,1,aspercryptins,0,,FALSE
BGC0001516,1,aspergillic acid,1,siderophore,TRUE
BGC0001517,1,asperphenamate,0,,FALSE
BGC0001518,1,astellolide A,0,,FALSE
BGC0001519,1,aurantimycin A,1,antibacterial,TRUE
BGC0001520,3,aurantinin B;aurantinin C;aurantinin D,0,,FALSE
BGC0001521,1,auriculamide,0,,FALSE
BGC0001522,1,auroramycin,2,antibacterial;antifungal,TRUE
BGC0001523,1,azalomycin F3a,2,antibacterial;antifungal,TRUE
BGC0001524,1,barnesin A,0,,FALSE
BGC0001525,3,bartoloside 2;bartoloside 3;bartoloside 4,0,,FALSE
BGC0001526,7,bartoloside E;bartoloside F;bartoloside G;bartoloside H;bartoloside I;bartoloside J;bartoloside K,0,,FALSE
BGC0001527,1,basidioferrin,0,,FALSE
BGC0001528,1,betaestacin,0,,FALSE
BGC0001529,11,benzastatin J;7-hydroxyl benzastatin B;7-hydroxyl O-demethylbenzastatin A;JBIR-67;7-hydroxyl benzastatin F;7-hydroxyl O-demethylbenzastatin D;O-demethylvirantmycin;7-hydroxyl benzastatin D;virantmycin;benzastatin K;methylbenzastatin K,1,cytotoxic,TRUE
BGC0001531,1,bisucaberin B,1,siderophore,TRUE
BGC0001532,1,bogorol A,0,,FALSE
BGC0001533,1,borrelidin,3,antibacterial;antifungal;cytotoxic,TRUE
BGC0001534,1,branched-chain fatty acids,0,,FALSE
BGC0001535,1,branched-chain fatty acids,0,,FALSE
BGC0001536,1,brevicidine,0,,FALSE
BGC0001537,1,butyrolactol A,1,antifungal,TRUE
BGC0001539,1,cattlecin,0,,FALSE
BGC0001540,1,CC-1065,1,cytotoxic,TRUE
BGC0001541,1,cercosporin,0,,FALSE
BGC0001542,1,cercosporin,0,,FALSE
BGC0001543,2,chejuenolide A;chejuenolide B,0,,FALSE
BGC0001544,1,chlorflavonin,0,,FALSE
BGC0001545,1,chrysogine,0,,FALSE
BGC0001547,1,citreohybridonol,0,,FALSE
BGC0001548,1,citrulassin A,0,,FALSE
BGC0001549,1,citrulassin B,0,,FALSE
BGC0001550,1,citrulassin D,0,,FALSE
BGC0001551,1,citrulassin E,0,,FALSE
BGC0001552,1,citrulassin F,0,,FALSE
BGC0001553,1,clifednamide A,1,cytotoxic,TRUE
BGC0001554,1,coenzyme F430,0,,FALSE
BGC0001555,1,colicin V,0,,FALSE
BGC0001556,1,combamide,2,antibacterial;cytotoxic,TRUE
BGC0001558,1,cosmomycin C,1,cytotoxic,TRUE
BGC0001559,2,crocagin A;crocagin B,0,,FALSE
BGC0001560,1,cryptomaldamide,0,,FALSE
BGC0001561,1,curacomycin,0,,FALSE
BGC0001562,1,curacomycin,1,antibacterial,TRUE
BGC0001563,1,curvupallide-B,0,,FALSE
BGC0001564,1,cusperin,0,,FALSE
BGC0001565,1,cyclosporin C,0,,FALSE
BGC0001566,1,cylindrocyclophane,0,,FALSE
BGC0001567,1,cysteoamide,0,,FALSE
BGC0001568,1,cytorhodin,1,cytotoxic,TRUE
BGC0001569,1,dechlorocuracomycin,0,,FALSE
BGC0001570,1,deimino-antipain,1,inhibitor,TRUE
BGC0001571,1,demethoxyviridin,0,,FALSE
BGC0001572,1,desferrioxamine E,0,,FALSE
BGC0001573,1,dihydrolysergic acid,0,,FALSE
BGC0001574,1,diisonitrile antibiotic SF2768,1,antibacterial,TRUE
BGC0001575,1,dipeptide aldehydes,0,,FALSE
BGC0001576,1,divamide A,0,,FALSE
BGC0001577,1,divamide B,0,,FALSE
BGC0001578,1,duclauxin,0,,FALSE
BGC0001579,1,duramycin,1,antibacterial,TRUE
BGC0001580,1,ebelactone,0,,FALSE
BGC0001582,1,ecumicin,0,,FALSE
BGC0001583,1,emodin,0,,FALSE
BGC0001584,1,C-1027,2,antibacterial;cytotoxic,TRUE
BGC0001585,1,melinacidin IV,0,,FALSE
BGC0001586,1,EPS273,0,,FALSE
BGC0001587,1,ethylenediaminesuccinic acid hydroxyarginine (EDHA),1,siderophore,TRUE
BGC0001588,1,exopolysaccharides,0,,FALSE
BGC0001589,1,exopolysaccharides,0,,FALSE
BGC0001590,1,formicamycins A-M,1,antibacterial,TRUE
BGC0001591,2,fatty acid enol ester;N-tetradecanoyl tyrosine,0,,FALSE
BGC0001592,2,ferroverdin;bagremycin,3,antibacterial;antifungal;cytotoxic,TRUE
BGC0001593,1,ficellomycin,2,antibacterial;antifungal,TRUE
BGC0001594,1,fischerindole L,0,,FALSE
BGC0001595,1,fischerindole,0,,FALSE
BGC0001596,1,fluostatins M-Q,0,,FALSE
BGC0001597,1,fluvirucin B2,0,,FALSE
BGC0001598,4,foxicin A;foxicin B;foxicin C;foxicin,1,antibacterial,TRUE
BGC0001599,1,fragin,0,,FALSE
BGC0001600,1,fusarielin H,0,,FALSE
BGC0001601,1,gassericin-S,0,,FALSE
BGC0001602,1,gassericin-T,0,,FALSE
BGC0001603,1,gentamicin,0,,FALSE
BGC0001604,1,gibberellin,0,,FALSE
BGC0001605,1,gibberellin,0,,FALSE
BGC0001606,1,gibepyrone-A,0,,FALSE
BGC0001607,1,gilvusmycin,1,cytotoxic,TRUE
BGC0001608,1,glidopeptin,0,,FALSE
BGC0001609,1,gliovirin,0,,FALSE
BGC0001610,1,gougerotin,3,antibacterial;antiviral;cytotoxic,TRUE
BGC0001611,1,guangnanmycin,0,,FALSE
BGC0001612,1,ambiguine H isonitrile,0,,FALSE
BGC0001614,1,hassallidin E,0,,FALSE
BGC0001615,2,hexose-palythine-serine;hexose-shinorine,0,,FALSE
BGC0001616,1,himeic acid A,0,,FALSE
BGC0001617,1,hirsutene,0,,FALSE
BGC0001618,1,hyicin 3682,0,,FALSE
BGC0001619,1,ibomycin,1,antifungal,TRUE
BGC0001620,6,ilamycin B1;ilamycin B2;ilamycin C1;ilamycin C2;ilamycin D;ilamycin E1,2,antibacterial;cytotoxic,TRUE
BGC0001621,6,imizoquin A;imizoquin B;imizoquin C;imizoquin D;TMC-2A;TMC-2B,0,,FALSE
BGC0001622,3,isatropolone A;isotropolone B;isotropolone C,1,antiviral,TRUE
BGC0001623,1,ishigamide,0,,FALSE
BGC0001624,1,iso-A82775C,0,,FALSE
BGC0001625,1,isofuranonaphthoquinone,1,antibacterial,TRUE
BGC0001626,1,isoindolinone,0,,FALSE
BGC0001627,1,isonitrile lipopeptides,0,,FALSE
BGC0001628,2,JBIR-78;JBIR-95,0,,FALSE
BGC0001629,1,jessenipeptin,1,antibacterial,TRUE
BGC0001630,1,kasumigamide,0,,FALSE
BGC0001631,1,kasumigamide,0,,FALSE
BGC0001632,1,kawaguchipeptin A,0,,FALSE
BGC0001633,2,ketomemicin B3;ketomemicin B4,0,,FALSE
BGC0001634,1,keywimysin,0,,FALSE
BGC0001635,1,kistamicin A,0,,FALSE
BGC0001636,1,KK-1,0,,FALSE
BGC0001637,1,kleboxymycin,0,,FALSE
BGC0001638,1,klebsazolicin,0,,FALSE
BGC0001639,1,klebsidin,0,,FALSE
BGC0001640,1,kocurin,0,,FALSE
BGC0001641,1,kolossin,0,,FALSE
BGC0001642,1,koraiol,0,,FALSE
BGC0001644,2,lacunalide A;lacunalide B,0,,FALSE
BGC0001645,1,lagmysin,0,,FALSE
BGC0001646,1,lagriamide,1,surfactant,TRUE
BGC0001647,3,lagunapyrone A;lagunapyrone B;lagunapyrone C,0,,FALSE
BGC0001648,1,lasalocid,1,antiprotozoal,TRUE
BGC0001649,1,lavendiol,0,,FALSE
BGC0001650,1,Le-pyrrolopyrazines,0,,FALSE
BGC0001651,1,legionaminic acid,0,,FALSE
BGC0001652,5,limazepine C;limazepine D;limazepine E;limazepine F;limazepine A,2,antibacterial;cytotoxic,TRUE
BGC0001653,2,linfuranone B;linfuranone C,0,,FALSE
BGC0001654,1,lipooligosaccharide,1,cell envelope,TRUE
BGC0001655,1,LP2006,0,,FALSE
BGC0001656,1,luminaolide,0,,FALSE
BGC0001657,1,lysocin,0,,FALSE
BGC0001658,1,macrotermycins,0,,FALSE
BGC0001659,1,mangicol A,0,,FALSE
BGC0001660,1,mathermycin,0,,FALSE
BGC0001661,1,mayamycin,1,antibacterial,TRUE
BGC0001662,1,mediomycin A,0,,FALSE
BGC0001663,2,merocyclophane C;merocyclophane D,0,,FALSE
BGC0001664,1,merosterol,0,,FALSE
BGC0001665,2,methylated alkyl-resorcinol;methylated acyl-phloroglucinol,0,,FALSE
BGC0001666,1,microansamycin,0,,FALSE
BGC0001667,7,microcystin-LR;microcystin-FR;microcystin-LA;microcystin-LAba;microcystin-LM;microcystin-LV;microcystin-LL,0,,FALSE
BGC0001668,1,microperfuranone,0,,FALSE
BGC0001669,1,microvionin,1,surfactant,TRUE
BGC0001670,1,monensin,3,antibacterial;antifungal;antiviral,TRUE
BGC0001671,1,monobactam,0,,FALSE
BGC0001672,1,monobactam,0,,FALSE
BGC0001674,1,MS-271,1,antiviral,TRUE
BGC0001675,1,murayaquinone,1,antibacterial,TRUE
BGC0001677,1,mycophenolic acid,0,,FALSE
BGC0001678,1,mycosporine-like amino acids (MAAs),0,,FALSE
BGC0001679,1,N-Acetyltryptophan,0,,FALSE
BGC0001680,1,N-acyl alanine,0,,FALSE
BGC0001681,1,N-acyl glycine,0,,FALSE
BGC0001682,1,N-acyl lysine/ornithine,0,,FALSE
BGC0001683,1,N-acyl serinol,0,,FALSE
BGC0001684,1,N-acyloxyacyl glutamine,0,,FALSE
BGC0001685,1,N-acyloxyacyl lysine,0,,FALSE
BGC0001686,1,N-octanoyl-Met-Phe-H,0,,FALSE
BGC0001687,1,N-tetradecanoyl tyrosine,0,,FALSE
BGC0001690,1,natamycin,1,antifungal,TRUE
BGC0001692,1,nematophin,0,,FALSE
BGC0001693,1,nenestatin,0,,FALSE
BGC0001694,2,neoabyssomicin;abyssomicin,0,,FALSE
BGC0001695,1,neoantimycin,1,cytotoxic,TRUE
BGC0001696,1,neothioviridamide,1,cytotoxic,TRUE
BGC0001699,1,nidulanin A,0,,FALSE
BGC0001700,1,niphimycins C-E,1,antibacterial,TRUE
BGC0001701,1,nisin O,0,,FALSE
BGC0001702,1,nocamycin,0,,FALSE
BGC0001703,1,nocuolin A,0,,FALSE
BGC0001704,1,nocuolin A,0,,FALSE
BGC0001705,1,nodularin,0,,FALSE
BGC0001706,1,nodulisporic acid F,0,,FALSE
BGC0001707,1,nosiheptide,1,antibacterial,TRUE
BGC0001708,1,novofumigatonin,0,,FALSE
BGC0001709,1,nystatin,1,antifungal,TRUE
BGC0001711,1,occidiofungin A,0,,FALSE
BGC0001712,1,ochrindole A,0,,FALSE
BGC0001713,1,ochrobactin,1,siderophore,TRUE
BGC0001715,1,octapeptin C4,0,,FALSE
BGC0001716,3,odilorhabdin NOSO-95A;odilorhabdin NOSO-95B;odilorhabdin NOSO-95C,0,,FALSE
BGC0001717,1,okaramine B,0,,FALSE
BGC0001718,1,okaramine D,0,,FALSE
BGC0001719,2,olimycin A;olimycin B,0,,FALSE
BGC0001720,1,oosporein,0,,FALSE
BGC0001721,1,ornibactin,0,,FALSE
BGC0001722,1,aspernidine A,0,,FALSE
BGC0001723,1,oviedomycin,1,cytotoxic,TRUE
BGC0001724,1,oxaleimide C,0,,FALSE
BGC0001725,1,oxetanocin A,0,,FALSE
BGC0001726,1,pactamides,0,,FALSE
BGC0001727,1,paenilan,0,,FALSE
BGC0001728,1,paenilipoheptin,0,,FALSE
BGC0001729,1,paraherquonin,0,,FALSE
BGC0001730,2,paramagnetoquinone 1;paramagnetoquinone 2,0,,FALSE
BGC0001731,1,paulomycin,1,antibacterial,TRUE
BGC0001732,1,paulomycin,1,antibacterial,TRUE
BGC0001733,1,PcpA,0,,FALSE
BGC0001735,2,pentostatine;vidarabine,2,antiprotozoal;antiviral,TRUE
BGC0001736,2,pepteridine A;pepteridine B,0,,FALSE
BGC0001737,1,phenalamide,0,,FALSE
BGC0001738,1,phomasetin,0,,FALSE
BGC0001739,1,phosphonoacetic Acid,0,,FALSE
BGC0001740,1,phthoxazolin,1,herbicidal,TRUE
BGC0001741,2,phyllostictine A;phyllostictine B,0,,FALSE
BGC0001742,1,piericidin A1,1,inhibitor,TRUE
BGC0001743,1,plantaricyclin,0,,FALSE
BGC0001745,3,PlpA1;PlpA2;PlpA3,0,,FALSE
BGC0001746,1,pristinol,0,,FALSE
BGC0001747,1,pseudaminic acid,0,,FALSE
BGC0001748,6,pseudospumigin A;pseudospumigin B;pseudospumigin C;pseudospumigin D;pseudospumigin E;pseudospumigin F,0,,FALSE
BGC0001749,1,epipyriculol,0,,FALSE
BGC0001750,1,pyrronazol B,0,,FALSE
BGC0001751,2,pyxipyrrolone A;pyxipyrrolone B,0,,FALSE
BGC0001752,1,qinichelins,0,,FALSE
BGC0001753,2,radamycin;globimycin,0,,FALSE
BGC0001755,1,reedsmycins,1,antifungal,TRUE
BGC0001756,2,retigeranin;arathanatriene,0,,FALSE
BGC0001757,1,rhabduscin,0,,FALSE
BGC0001758,3,rhizomide A;rhizomide B;rhizomide C,0,,FALSE
BGC0001759,5,rifamorpholine A;rifamorpholine B;rifamorpholine C;rifamorpholine D;rifamorpholine E,0,,FALSE
BGC0001760,1,rimosamide,1,antibacterial,TRUE
BGC0001761,3,ripostatin A;ripostatin B;ripostatin C,0,,FALSE
BGC0001762,2,rubrolone A;rubrolone B,0,,FALSE
BGC0001763,1,rufomycin,1,antibacterial,TRUE
BGC0001764,1,s56-p1,0,,FALSE
BGC0001765,1,salecan,0,,FALSE
BGC0001767,1,salinichelins,1,siderophore,TRUE
BGC0001768,1,sansalvamide,0,,FALSE
BGC0001769,1,saquayamycin A,2,antibacterial;cytotoxic,TRUE
BGC0001770,1,sceliphrolactam,0,,FALSE
BGC0001771,1,scleric acid,0,,FALSE
BGC0001772,1,scytophycin,0,,FALSE
BGC0001773,1,selvamicin,0,,FALSE
BGC0001774,1,spicamycin,1,cytotoxic,TRUE
BGC0001775,1,sespendole,0,,FALSE
BGC0001776,1,shearinine D,0,,FALSE
BGC0001777,1,shearinine D,0,,FALSE
BGC0001778,1,showdomycin,2,antibacterial;cytotoxic,TRUE
BGC0001779,1,siamycin,1,antiviral,TRUE
BGC0001780,1,siphonazole,0,,FALSE
BGC0001781,1,sphaericin,0,,FALSE
BGC0001782,13,spiroindimicin A;spiroindimicin B;spiroindimicin C;spiroindimicin D;indimicin A;indimicin B;indimicin C;indimicin D;indimicin E;lynamicin A;lynamicin D;lynamicin F;lynamicin G,0,,FALSE
BGC0001783,1,streptonigrin,2,antibacterial;cytotoxic,TRUE
BGC0001784,1,streptoseomycin,1,antibacterial,TRUE
BGC0001785,1,streptovaricin,1,antibacterial,TRUE
BGC0001786,1,subterisin,0,,FALSE
BGC0001787,1,suicin 3908,0,,FALSE
BGC0001788,1,suicin 65,0,,FALSE
BGC0001789,1,suicin 90-1330,0,,FALSE
BGC0001790,1,sulfazecin,0,,FALSE
BGC0001791,1,sunshinamide,0,,FALSE
BGC0001792,2,surugamide A;surugamide D,1,antifungal,TRUE
BGC0001793,1,swainsonine,0,,FALSE
BGC0001794,1,swainsonine,0,,FALSE
BGC0001795,1,swinholide A,0,,FALSE
BGC0001796,1,tauramamide,1,surfactant,TRUE
BGC0001797,1,telomestatin,0,,FALSE
BGC0001799,1,thebaine,0,,FALSE
